ICAO,type,value
KSKX,unicom,122.800
KSLB,awos,118.525
KSLB,ctaf,122.700
KSLB,unicom,122.700
KSLC,approach,120.900
KSLC,approach,121.100
KSLC,approach,124.900
KSLC,approach,125.700
KSLC,approach,126.250
KSLC,approach,128.100
KSLC,approach,128.600
KSLC,approach,135.500
KSLC,asos,125.625
KSLC,atis,124.750
KSLC,atis,125.625
KSLC,clearance,127.300
KSLC,departure,126.250
KSLC,ground,121.900
KSLC,ground,123.775
KSLC,unicom,122.950
KSLE,asos,124.550
KSLE,atis,124.550
KSLE,ctaf,119.100
KSLE,ground,121.900
KSLE,unicom,122.950
KSLG,approach,121.000
KSLG,awos,118.375
KSLG,ctaf,122.800
KSLG,unicom,122.800
KSLH,awos,118.175
KSLH,ctaf,122.800
KSLH,unicom,122.800
KSLI,approach,125.350
KSLI,atis,118.875
KSLI,ctaf,123.850
KSLI,ground,126.950
KSLJ,ctaf,126.200
KSLK,asos,124.175
KSLK,ctaf,123.000
KSLK,unicom,123.000
KSLN,asos,120.150
KSLN,atis,120.150
KSLN,ctaf,119.300
KSLN,ground,121.900
KSLN,unicom,122.950
KSLO,awos,118.525
KSLO,ctaf,122.725
KSLO,unicom,122.725
KSLQ,awos,134.850
KSLQ,ctaf,122.800
KSLQ,unicom,122.800
KSLR,awos,118.350
KSLR,ctaf,123.075
KSLR,unicom,123.075
KSMD,approach,127.200
KSMD,approach,132.150
KSMD,awos,124.550
KSMD,ctaf,122.800
KSMD,unicom,122.800
KSME,awos,120.050
KSME,ctaf,122.800
KSME,unicom,122.800
KSMF,approach,125.250
KSMF,approach,125.400
KSMF,approach,127.400
KSMF,atis,126.750
KSMF,clearance,121.100
KSMF,ground,121.700
KSMF,unicom,122.950
KSMK,awos,119.275
KSMK,ctaf,122.800
KSMK,unicom,122.800
KSMN,awos,135.075
KSMN,ctaf,122.800
KSMN,unicom,122.800
KSMO,approach,124.300
KSMO,approach,124.900
KSMO,approach,125.200
KSMO,approach,135.050
KSMO,atis,119.150
KSMO,ctaf,120.100
KSMO,departure,125.200
KSMO,ground,121.900
KSMO,unicom,122.950
KSMP,asos,135.275
KSMQ,approach,132.800
KSMQ,asos,120.600
KSMQ,ctaf,123.000
KSMQ,unicom,123.000
KSMS,approach,125.400
KSMS,awos,118.075
KSMS,ctaf,122.700
KSMS,unicom,122.700
KSMU,ctaf,122.900
KSMX,approach,124.150
KSMX,asos,121.150
KSMX,atis,121.150
KSMX,ctaf,118.300
KSMX,ground,121.900
KSMX,unicom,122.950
KSNA,approach,121.300
KSNA,atis,126.000
KSNA,clearance,118.000
KSNA,clearance,121.850
KSNA,ctaf,126.800
KSNA,departure,128.100
KSNA,departure,132.700
KSNA,ground,120.800
KSNA,ground,132.250
KSNA,unicom,122.950
KSNC,approach,124.075
KSNC,awos,118.325
KSNC,ctaf,122.725
KSNC,unicom,122.725
KSNH,awos,133.925
KSNH,ctaf,122.800
KSNK,awos,119.925
KSNK,ctaf,122.800
KSNK,unicom,122.800
KSNL,approach,120.450
KSNL,awos,118.275
KSNL,ctaf,122.700
KSNL,unicom,122.700
KSNP,asos,135.750
KSNP,ctaf,122.300
KSNS,approach,133.000
KSNS,atis,124.850
KSNS,ctaf,119.525
KSNS,ground,121.700
KSNS,unicom,123.000
KSNY,asos,125.775
KSNY,ctaf,122.800
KSNY,unicom,122.800
KSOA,awos,118.075
KSOA,ctaf,122.800
KSOA,unicom,122.800
KSOP,approach,127.800
KSOP,awos,127.575
KSOP,clearance,127.000
KSOP,ctaf,123.050
KSOP,unicom,123.050
KSOV,asos,135.400
KSOV,ctaf,122.900
KSOW,awos,118.075
KSOW,ctaf,123.000
KSOW,unicom,123.000
KSPA,approach,119.400
KSPA,awos,133.925
KSPA,clearance,120.550
KSPA,ctaf,123.000
KSPA,unicom,123.000
KSPB,approach,124.350
KSPB,asos,135.875
KSPB,clearance,121.650
KSPB,ctaf,122.800
KSPB,departure,133.000
KSPB,unicom,122.800
KSPF,approach,119.500
KSPF,awos,118.325
KSPF,ctaf,122.700
KSPF,unicom,122.700
KSPG,approach,119.650
KSPG,approach,125.300
KSPG,asos,118.875
KSPG,ctaf,127.400
KSPG,ground,121.800
KSPG,unicom,122.950
KSPH,approach,123.750
KSPH,ctaf,122.800
KSPH,unicom,122.800
KSPI,approach,126.150
KSPI,approach,132.575
KSPI,atis,127.650
KSPI,clearance,121.700
KSPI,ctaf,121.300
KSPI,ground,121.900
KSPI,unicom,122.950
KSPK,approach,118.850
KSPK,awos,119.275
KSPK,ctaf,122.900
KSPR,awos,119.175
KSPS,approach,118.200
KSPS,atis,132.050
KSPS,clearance,121.200
KSPS,ctaf,119.750
KSPS,departure,120.400
KSPS,ground,125.500
KSPS,unicom,122.950
KSPW,asos,126.625
KSPW,ctaf,123.000
KSPW,unicom,123.000
KSPZ,approach,120.850
KSPZ,awos,120.475
KSPZ,ctaf,122.900
KSQI,approach,126.000
KSQI,awos,119.175
KSQI,clearance,128.000
KSQI,ctaf,123.000
KSQI,unicom,123.000
KSQL,approach,133.950
KSQL,approach,135.650
KSQL,atis,125.900
KSQL,awos,125.900
KSQL,ctaf,119.000
KSQL,departure,135.650
KSQL,ground,121.600
KSQL,unicom,122.950
KSRB,awos,128.250
KSRB,ctaf,122.975
KSRB,unicom,122.975
KSRC,approach,119.750
KSRC,awos,128.325
KSRC,clearance,119.750
KSRC,ctaf,122.700
KSRC,unicom,122.700
KSRE,awos,118.625
KSRE,ctaf,122.800
KSRE,unicom,122.800
KSRQ,approach,119.650
KSRQ,approach,124.950
KSRQ,asos,124.375
KSRQ,atis,124.375
KSRQ,clearance,118.250
KSRQ,ctaf,120.100
KSRQ,ground,121.900
KSRQ,unicom,122.950
KSRR,awos,126.475
KSRR,ctaf,122.800
KSRR,unicom,122.800
KSRV,ctaf,122.900
KSSC,approach,125.400
KSSC,atis,132.125
KSSC,clearance,121.800
KSSC,ground,126.100
KSSF,approach,125.700
KSSF,atis,128.800
KSSF,clearance,121.700
KSSF,ctaf,118.200
KSSF,ground,121.700
KSSF,unicom,122.950
KSSI,awos,120.025
KSSI,ctaf,123.050
KSSI,unicom,123.050
KSSQ,ctaf,122.800
KSSQ,unicom,122.800
KSTC,asos,125.075
KSTC,atis,119.375
KSTC,ctaf,118.250
KSTC,ground,123.750
KSTE,awos,119.275
KSTE,ctaf,122.700
KSTE,unicom,122.700
KSTF,approach,135.600
KSTF,awos,118.975
KSTF,clearance,126.250
KSTF,ctaf,122.700
KSTF,unicom,122.700
KSTJ,approach,120.350
KSTJ,approach,124.700
KSTJ,asos,125.050
KSTJ,atis,125.050
KSTJ,ctaf,126.900
KSTJ,ground,121.900
KSTJ,unicom,122.950
KSTK,awos,118.525
KSTK,ctaf,122.800
KSTK,unicom,122.800
KSTL,approach,121.025
KSTL,approach,123.700
KSTL,approach,132.125
KSTL,atis,125.025
KSTL,clearance,119.500
KSTL,departure,119.150
KSTL,departure,128.100
KSTL,ground,118.925
KSTL,ground,121.075
KSTL,ground,121.650
KSTL,ground,121.900
KSTL,ground,127.550
KSTL,unicom,122.950
KSTP,approach,121.200
KSTP,asos,118.350
KSTP,atis,118.350
KSTP,clearance,121.675
KSTP,ctaf,119.100
KSTP,ground,121.675
KSTP,unicom,122.950
KSTS,asos,120.550
KSTS,atis,120.550
KSTS,ctaf,118.500
KSTS,ground,121.900
KSTS,unicom,122.950
KSTT,asos,124.000
KSTT,atis,124.000
KSTT,clearance,128.650
KSTT,ctaf,118.800
KSTT,ground,121.900
KSTT,unicom,122.950
KSTX,atis,135.650
KSTX,clearance,128.650
KSTX,ctaf,118.600
KSTX,ground,121.700
KSTX,unicom,123.000
KSUA,approach,132.800
KSUA,atis,134.475
KSUA,awos,134.475
KSUA,clearance,121.025
KSUA,ctaf,126.600
KSUA,ground,121.700
KSUD,ctaf,122.900
KSUE,approach,119.250
KSUE,awos,128.325
KSUE,ctaf,122.700
KSUE,unicom,122.700
KSUN,atis,128.225
KSUN,awos,128.225
KSUN,ctaf,125.600
KSUN,ground,121.700
KSUN,unicom,122.950
KSUO,awos,119.075
KSUO,ctaf,122.900
KSUS,approach,126.500
KSUS,asos,134.800
KSUS,atis,134.800
KSUS,clearance,121.700
KSUS,clearance,128.100
KSUS,clearance,133.100
KSUS,ctaf,124.750
KSUS,ground,121.700
KSUS,unicom,122.950
KSUT,approach,118.250
KSUT,awos,124.175
KSUT,ctaf,123.050
KSUT,unicom,123.050
KSUU,approach,119.900
KSUU,approach,126.600
KSUU,approach,128.400
KSUU,atis,135.550
KSUU,clearance,127.550
KSUU,departure,119.900
KSUU,departure,126.600
KSUU,ground,121.800
KSUW,approach,125.450
KSUW,awos,120.350
KSUW,clearance,124.800
KSUW,ctaf,122.700
KSUW,unicom,122.700
KSUX,approach,124.600
KSUX,asos,119.450
KSUX,atis,119.450
KSUX,ctaf,118.700
KSUX,ground,121.900
KSUX,unicom,122.950
KSUZ,approach,119.500
KSUZ,awos,132.125
KSUZ,ctaf,122.800
KSUZ,unicom,122.800
KSVA,awos,121.300
KSVA,ctaf,122.700
KSVC,awos,126.725
KSVC,ctaf,122.800
KSVC,unicom,122.800
KSVE,awos,133.800
KSVE,ctaf,122.800
KSVE,unicom,122.800
KSVH,awos,119.225
KSVH,ctaf,123.075
KSVH,unicom,123.075
KSVN,approach,120.400
KSVN,approach,125.300
KSVN,atis,127.525
KSVN,ctaf,124.975
KSVN,ground,121.800
KSVR,approach,120.900
KSVR,awos,134.425
KSVR,clearance,127.000
KSVR,ctaf,122.700
KSVR,unicom,122.700
KSVS,ctaf,122.900
KSVW,ctaf,126.200
KSWD,asos,135.200
KSWD,ctaf,122.900
KSWF,approach,132.750
KSWF,atis,124.575
KSWF,ground,121.900
KSWF,unicom,122.950
KSWI,ctaf,122.800
KSWI,unicom,122.800
KSWO,asos,135.725
KSWO,ctaf,125.350
KSWO,ground,121.600
KSWO,unicom,122.950
KSWT,approach,124.000
KSWT,ctaf,122.800
KSWT,unicom,122.800
KSWW,approach,127.200
KSWW,awos,119.025
KSWW,ctaf,122.800
KSWW,unicom,122.800
KSXK,approach,124.600
KSXK,awos,120.075
KSXK,ctaf,122.700
KSXK,unicom,122.700
KSXL,approach,119.200
KSXL,ctaf,122.800
KSXL,unicom,122.800
KSXP,ctaf,122.900
KSXQ,awos,135.450
KSXQ,ctaf,122.500
KSXS,approach,133.450
KSXT,asos,118.375
KSXU,awos,118.100
KSXU,ctaf,122.800
KSXU,unicom,122.800
KSYA,ctaf,127.200
KSYF,awos,118.925
KSYF,ctaf,122.800
KSYF,unicom,122.800
KSYI,approach,118.400
KSYI,awos,119.275
KSYI,ctaf,122.800
KSYI,unicom,122.800
KSYL,ctaf,126.200
KSYM,awos,119.950
KSYM,ctaf,122.700
KSYM,unicom,122.700
KSYN,awos,119.350
KSYN,ctaf,122.800
KSYN,unicom,122.800
KSYR,approach,126.125
KSYR,approach,134.275
KSYR,atis,124.225
KSYR,clearance,125.050
KSYR,ground,121.700
KSYR,unicom,122.950
KSYV,ctaf,122.800
KSYV,unicom,122.800
KSZL,approach,127.450
KSZL,atis,118.725
KSZL,clearance,121.750
KSZL,departure,125.925
KSZL,ground,119.125
KSZP,ctaf,122.900
KSZT,awos,135.425
KSZT,ctaf,122.700
KSZT,unicom,122.700
KSZY,awos,118.425
KSZY,ctaf,122.700
KSZY,unicom,122.700
KTAD,asos,119.025
KTAD,ctaf,122.800
KTAD,unicom,122.800
KTAH,awos,118.200
KTAL,asos,135.100
KTAL,ctaf,122.900
KTAN,approach,128.700
KTAN,asos,132.675
KTAN,ctaf,122.700
KTAN,unicom,122.700
KTAZ,approach,126.150
KTAZ,awos,123.875
KTAZ,ctaf,122.800
KTAZ,unicom,122.800
KTBN,asos,118.700
KTBN,atis,118.700
KTBN,ctaf,125.400
KTBN,ground,123.750
KTBR,approach,118.400
KTBR,awos,119.025
KTBR,ctaf,122.725
KTBR,unicom,122.725
KTBX,awos,119.150
KTCC,asos,119.275
KTCC,ctaf,122.950
KTCC,unicom,122.950
KTCL,approach,120.150
KTCL,asos,132.825
KTCL,clearance,120.775
KTCL,ctaf,126.300
KTCL,ground,121.800
KTCL,unicom,122.950
KTCM,approach,126.500
KTCM,atis,135.825
KTCM,ground,118.175
KTCS,asos,120.675
KTCS,ctaf,122.800
KTCS,unicom,122.800
KTCT,ctaf,122.900
KTCY,approach,123.850
KTCY,awos,118.375
KTCY,ctaf,123.075
KTCY,unicom,123.075
KTDF,approach,132.350
KTDF,awos,126.725
KTDF,ctaf,122.700
KTDF,unicom,122.700
KTDO,ctaf,122.900
KTDW,approach,119.500
KTDW,approach,121.150
KTDW,awos,118.475
KTDW,clearance,125.400
KTDW,ctaf,122.800
KTDW,unicom,122.800
KTDZ,approach,126.100
KTDZ,asos,121.575
KTDZ,clearance,125.600
KTDZ,ctaf,123.050
KTDZ,unicom,123.050
KTEB,approach,127.600
KTEB,atis,132.850
KTEB,clearance,128.050
KTEB,departure,119.200
KTEB,departure,126.700
KTEB,ground,121.900
KTEL,approach,124.025
KTEL,ctaf,122.700
KTEL,unicom,122.700
KTER,awos,118.375
KTER,ctaf,123.000
KTEW,approach,118.650
KTEW,awos,119.425
KTEW,ctaf,122.700
KTEW,unicom,122.700
KTEX,awos,118.325
KTEX,ctaf,123.000
KTEX,unicom,123.000
KTFP,approach,120.900
KTFP,awos,118.775
KTFP,ctaf,122.700
KTFP,unicom,122.700
KTGC,ctaf,122.800
KTGC,unicom,122.800
KTGI,approach,121.000
KTGI,approach,127.200
KTGI,awos,119.800
KTGI,ctaf,122.800
KTGI,unicom,122.800
KTHA,awos,128.325
KTHA,ctaf,123.000
KTHA,unicom,123.000
KTHM,ctaf,122.900
KTHV,approach,124.100
KTHV,asos,119.275
KTHV,clearance,121.650
KTHV,ctaf,123.000
KTHV,unicom,123.000
KTIF,awos,120.825
KTIF,ctaf,122.900
KTIK,approach,120.450
KTIK,approach,124.200
KTIK,approach,124.600
KTIK,approach,126.650
KTIK,clearance,119.700
KTIK,ground,121.800
KTIP,approach,121.350
KTIP,awos,119.025
KTIP,ctaf,123.000
KTIP,unicom,123.000
KTIW,approach,120.100
KTIW,atis,124.050
KTIW,ctaf,118.500
KTIW,ground,121.800
KTIW,unicom,122.950
KTIX,approach,134.950
KTIX,atis,120.625
KTIX,awos,120.625
KTIX,ctaf,118.900
KTIX,ground,121.850
KTIX,unicom,122.950
KTKA,asos,135.200
KTKA,ctaf,123.600
KTKA,unicom,123.000
KTKC,awos,120.000
KTKC,ctaf,122.900
KTKE,ctaf,122.900
KTKI,approach,124.300
KTKI,atis,119.925
KTKI,clearance,121.350
KTKI,ctaf,118.825
KTKI,ground,121.875
KTKI,unicom,122.950
KTKK,ctaf,123.600
KTKL,ctaf,123.050
KTKL,unicom,123.050
KTKO,ctaf,122.900
KTKV,awos,118.250
KTKV,ctaf,122.800
KTKV,unicom,122.800
KTKX,awos,119.050
KTKX,ctaf,122.800
KTKX,unicom,122.800
KTLH,approach,128.700
KTLH,approach,133.850
KTLH,approach,135.800
KTLH,asos,119.450
KTLH,atis,119.450
KTLH,clearance,126.650
KTLH,ctaf,118.700
KTLH,ground,121.900
KTLH,unicom,123.075
KTLJ,ctaf,126.200
KTLR,approach,118.500
KTLR,awos,120.000
KTLR,ctaf,122.700
KTLR,unicom,122.700
KTLT,ctaf,122.900
KTMA,approach,126.600
KTMA,approach,132.375
KTMA,awos,118.525
KTMA,ctaf,122.700
KTMA,unicom,122.700
KTMB,approach,125.500
KTMB,asos,124.000
KTMB,atis,124.000
KTMB,clearance,133.000
KTMB,ctaf,118.900
KTMB,ground,121.700
KTME,approach,120.050
KTME,approach,123.800
KTME,atis,119.525
KTME,awos,119.525
KTME,clearance,132.075
KTME,ctaf,126.975
KTME,ground,132.075
KTME,unicom,122.975
KTMK,approach,124.200
KTMK,awos,120.000
KTMK,ctaf,122.800
KTMK,unicom,122.800
KTMT,awos,132.925
KTMT,ctaf,122.900
KTNB,awos,119.250
KTNC,ctaf,126.200
KTNI,ctaf,123.600
KTNP,ctaf,122.800
KTNP,unicom,122.800
KTNT,approach,128.600
KTNT,awos,119.075
KTNT,ctaf,123.000
KTNT,unicom,123.000
KTNU,approach,123.900
KTNU,awos,132.275
KTNU,clearance,126.300
KTNU,ctaf,122.800
KTNU,unicom,122.800
KTNW,ctaf,122.900
KTNX,ground,127.250
KTOA,approach,124.300
KTOA,approach,127.200
KTOA,atis,125.600
KTOA,ctaf,124.000
KTOA,departure,124.300
KTOA,departure,127.200
KTOA,ground,120.900
KTOA,unicom,122.950
KTOB,approach,119.800
KTOB,awos,119.075
KTOB,ctaf,122.900
KTOC,awos,119.625
KTOC,ctaf,122.800
KTOC,unicom,122.800
KTOG,awos,119.300
KTOG,ctaf,122.500
KTOI,approach,121.100
KTOI,atis,120.925
KTOI,ctaf,124.300
KTOI,ground,121.900
KTOI,unicom,122.800
KTOL,approach,123.975
KTOL,approach,126.100
KTOL,approach,134.350
KTOL,atis,118.750
KTOL,clearance,121.750
KTOL,ground,121.900
KTOL,unicom,122.950
KTOP,asos,121.275
KTOP,clearance,121.900
KTOP,ctaf,118.700
KTOP,ground,121.900
KTOP,unicom,122.950
KTOR,asos,118.375
KTOR,ctaf,122.800
KTOR,unicom,122.800
KTPA,approach,118.150
KTPA,approach,118.500
KTPA,approach,134.250
KTPA,asos,126.450
KTPA,atis,126.450
KTPA,atis,128.475
KTPA,clearance,133.600
KTPA,departure,118.800
KTPA,ground,121.350
KTPA,ground,121.700
KTPA,unicom,122.950
KTPF,approach,119.900
KTPF,awos,118.925
KTPF,clearance,119.800
KTPF,ctaf,122.725
KTPF,unicom,122.725
KTPH,asos,118.875
KTPH,ctaf,123.000
KTPH,unicom,123.000
KTPL,approach,120.075
KTPL,awos,134.975
KTPL,clearance,125.900
KTPL,ctaf,123.000
KTPL,unicom,123.000
KTPO,ctaf,122.900
KTQE,approach,124.500
KTQE,asos,127.275
KTQE,ctaf,123.000
KTQE,unicom,123.000
KTQH,awos,118.425
KTQH,ctaf,122.800
KTQH,unicom,122.800
KTQK,awos,120.000
KTQK,ctaf,122.800
KTQK,unicom,122.800
KTQV,awos,121.325
KTRI,approach,125.500
KTRI,approach,128.050
KTRI,approach,134.425
KTRI,asos,118.250
KTRI,atis,118.250
KTRI,ctaf,119.500
KTRI,ground,121.700
KTRI,unicom,122.950
KTRK,atis,118.000
KTRK,ctaf,120.575
KTRK,ground,118.300
KTRK,unicom,122.950
KTRL,asos,119.275
KTRL,ctaf,123.075
KTRL,unicom,123.075
KTRM,approach,135.275
KTRM,asos,118.325
KTRM,clearance,120.225
KTRM,ctaf,123.000
KTRM,unicom,123.000
KTRR,awos,118.000
KTRX,ctaf,122.800
KTRX,unicom,122.800
KTSG,ctaf,122.800
KTSO,approach,125.500
KTSO,ctaf,122.700
KTSO,unicom,122.700
KTSP,awos,120.025
KTSP,ctaf,123.000
KTSP,unicom,123.000
KTTA,approach,125.300
KTTA,awos,120.625
KTTA,ctaf,123.075
KTTA,unicom,123.075
KTTD,approach,118.100
KTTD,approach,124.350
KTTD,asos,135.625
KTTD,atis,135.625
KTTD,ctaf,120.900
KTTD,ground,121.800
KTTD,unicom,122.950
KTTF,approach,134.300
KTTF,awos,119.075
KTTF,ctaf,122.700
KTTF,unicom,122.700
KTTK,ctaf,123.600
KTTN,approach,123.800
KTTN,asos,126.775
KTTN,atis,126.775
KTTN,clearance,121.900
KTTN,ctaf,120.700
KTTN,ground,121.900
KTTN,unicom,122.950
KTTS,approach,134.950
KTTS,ctaf,128.550
KTTS,ground,121.750
KTTW,ctaf,122.900
KTUL,approach,119.100
KTUL,approach,124.000
KTUL,atis,124.900
KTUL,clearance,134.050
KTUL,ground,121.900
KTUL,unicom,122.950
KTUP,asos,133.525
KTUP,ctaf,118.775
KTUP,ground,121.825
KTUS,approach,119.400
KTUS,approach,125.100
KTUS,approach,128.500
KTUS,atis,123.800
KTUS,clearance,126.650
KTUS,ground,120.025
KTUS,unicom,122.950
KTVB,ctaf,122.900
KTVC,atis,119.175
KTVC,ctaf,124.200
KTVC,ground,121.800
KTVC,unicom,122.950
KTVF,awos,119.025
KTVF,ctaf,122.800
KTVF,unicom,122.800
KTVI,approach,126.600
KTVI,approach,132.375
KTVI,awos,119.175
KTVI,ctaf,123.075
KTVI,unicom,123.075
KTVK,awos,123.775
KTVK,ctaf,122.800
KTVK,unicom,122.800
KTVL,asos,124.725
KTVL,ctaf,122.850
KTVR,asos,118.525
KTVR,ctaf,123.000
KTVR,unicom,123.000
KTVY,approach,126.250
KTVY,approach,135.500
KTVY,awos,119.725
KTVY,clearance,120.900
KTVY,clearance,124.400
KTVY,ctaf,123.000
KTVY,unicom,123.000
KTWF,approach,126.700
KTWF,asos,135.025
KTWF,clearance,123.650
KTWF,ctaf,118.200
KTWF,ground,121.700
KTWF,unicom,122.950
KTWM,approach,125.450
KTWM,awos,119.325
KTWM,ctaf,122.900
KTWT,approach,124.025
KTWT,awos,118.775
KTWT,ctaf,122.800
KTWT,unicom,122.800
KTXK,asos,120.200
KTXK,atis,120.200
KTXK,ctaf,123.875
KTXK,ground,119.225
KTXW,approach,126.550
KTXW,awos,118.575
KTXW,clearance,125.950
KTXW,ctaf,122.800
KTXW,unicom,122.800
KTYE,ctaf,122.700
KTYE,unicom,122.800
KTYL,awos,119.075
KTYL,ctaf,122.700
KTYL,unicom,122.700
KTYQ,approach,124.650
KTYQ,approach,127.150
KTYQ,awos,120.725
KTYQ,clearance,118.175
KTYQ,ctaf,123.050
KTYQ,unicom,123.050
KTYR,approach,128.750
KTYR,atis,126.250
KTYR,ctaf,120.100
KTYR,ground,121.900
KTYR,unicom,122.950
KTYS,approach,118.000
KTYS,approach,123.900
KTYS,approach,125.525
KTYS,atis,128.350
KTYS,clearance,121.650
KTYS,ground,121.900
KTYS,unicom,122.950
KTZR,approach,132.300
KTZR,approach,134.000
KTZR,awos,135.925
KTZR,ctaf,128.100
KTZR,ground,121.800
KTZT,approach,119.700
KTZT,ctaf,122.900
KTZV,awos,124.175
KTZV,ctaf,123.050
KTZV,unicom,123.050
KUAM,atis,118.175
KUAM,clearance,126.725
KUAM,ground,121.700
KUAO,approach,118.100
KUAO,approach,126.000
KUAO,asos,118.525
KUAO,atis,118.525
KUAO,clearance,119.150
KUAO,clearance,119.950
KUAO,ctaf,120.350
KUAO,ground,119.150
KUBE,awos,119.175
KUBE,ctaf,122.800
KUBE,unicom,122.800
KUBS,approach,135.600
KUBS,ctaf,122.800
KUBS,unicom,122.800
KUBW,ctaf,122.800
KUBW,unicom,122.800
KUBX,ctaf,122.800
KUBX,unicom,122.800
KUCP,approach,133.950
KUCP,awos,124.175
KUCP,ctaf,123.000
KUCP,unicom,123.000
KUCY,awos,135.325
KUCY,ctaf,122.700
KUCY,unicom,122.700
KUDD,approach,135.275
KUDD,ctaf,122.800
KUDD,unicom,122.800
KUDG,approach,118.600
KUDG,awos,119.925
KUDG,clearance,118.550
KUDG,ctaf,123.000
KUDG,unicom,123.000
KUES,approach,125.350
KUES,atis,118.875
KUES,awos,118.875
KUES,clearance,121.600
KUES,clearance,128.700
KUES,ctaf,123.700
KUES,ground,121.600
KUES,unicom,122.950
KUGB,ctaf,122.900
KUGN,approach,120.550
KUGN,atis,132.400
KUGN,ctaf,120.050
KUGN,ground,121.650
KUIL,asos,135.225
KUIL,ctaf,122.900
KUIN,asos,121.425
KUIN,ctaf,123.000
KUIN,unicom,123.000
KUKF,awos,126.625
KUKF,ctaf,122.700
KUKF,unicom,122.700
KUKI,asos,119.275
KUKI,ctaf,123.000
KUKI,unicom,123.000
KUKL,awos,121.125
KUKL,ctaf,123.000
KUKL,unicom,123.000
KUKT,approach,123.800
KUKT,awos,119.475
KUKT,clearance,118.550
KUKT,ctaf,122.725
KUKT,unicom,122.725
KULM,awos,118.325
KULM,ctaf,123.000
KULM,unicom,123.000
KULS,awos,118.950
KULS,ctaf,122.800
KULS,unicom,122.800
KUMM,ctaf,122.900
KUMP,approach,127.150
KUMP,awos,119.375
KUMP,clearance,121.625
KUMP,ctaf,123.000
KUMP,unicom,123.000
KUMT,ctaf,122.800
KUMT,unicom,122.800
KUNI,approach,120.950
KUNI,awos,128.325
KUNI,clearance,120.950
KUNI,ctaf,123.075
KUNI,unicom,123.075
KUNK,awos,132.250
KUNK,ctaf,123.000
KUNO,asos,123.825
KUNO,ctaf,122.800
KUNO,unicom,122.800
KUNU,approach,119.150
KUNU,awos,120.825
KUNU,ctaf,122.700
KUNU,unicom,122.700
KUNV,atis,127.650
KUNV,awos,127.650
KUNV,clearance,125.725
KUNV,ctaf,128.475
KUNV,ground,125.725
KUNV,unicom,122.950
KUOS,ctaf,122.800
KUOS,unicom,122.800
KUOX,awos,132.725
KUOX,ctaf,123.000
KUOX,unicom,123.000
KUPP,ctaf,122.900
KUSE,approach,134.350
KUSE,awos,127.375
KUSE,ctaf,123.000
KUSE,unicom,123.000
KUSW,approach,124.100
KUSW,awos,118.575
KUSW,ctaf,122.725
KUSW,unicom,122.725
KUTA,approach,119.100
KUTA,awos,118.075
KUTA,clearance,118.900
KUTA,ctaf,123.000
KUTA,unicom,123.000
KUTO,ctaf,126.200
KUTS,asos,119.425
KUTS,ctaf,122.800
KUTS,unicom,122.800
KUUO,ctaf,122.800
KUUU,approach,128.700
KUUU,asos,132.075
KUUU,clearance,127.250
KUUU,ctaf,123.050
KUUU,unicom,123.050
KUUV,awos,119.375
KUUV,ctaf,122.700
KUUV,unicom,122.700
KUVA,awos,124.175
KUVA,ctaf,122.800
KUVA,unicom,122.800
KUWL,approach,135.450
KUWL,awos,132.375
KUWL,ctaf,123.050
KUWL,unicom,123.050
KUXL,approach,119.350
KUXL,awos,118.175
KUXL,ctaf,122.800
KUXL,unicom,122.800
KUYF,approach,134.000
KUYF,awos,120.850
KUYF,ctaf,123.000
KUYF,unicom,123.000
KUZA,approach,120.050
KUZA,asos,120.775
KUZA,ctaf,123.050
KUZA,unicom,123.050
KVAD,approach,125.475
KVAD,approach,132.375
KVAD,clearance,120.625
KVAD,ctaf,128.450
KVAD,departure,126.600
KVAF,awos,119.525
KVAK,awos,120.625
KVAK,ctaf,123.000
KVAK,unicom,122.800
KVAY,approach,126.475
KVAY,asos,119.325
KVAY,ctaf,122.800
KVAY,unicom,122.800
KVBG,approach,124.150
KVBG,atis,133.125
KVBG,clearance,121.750
KVBG,ctaf,124.950
KVBG,ground,121.750
KVBT,approach,121.000
KVBT,awos,134.975
KVBT,clearance,121.050
KVBT,ctaf,122.975
KVBT,unicom,122.975
KVBW,approach,132.850
KVBW,awos,119.550
KVBW,ctaf,122.700
KVBW,unicom,122.700
KVCB,approach,128.400
KVCB,asos,134.750
KVCB,ctaf,122.850
KVCT,atis,119.025
KVCT,ctaf,126.075
KVCT,ground,120.525
KVCT,unicom,122.700
KVCV,approach,124.550
KVCV,atis,135.475
KVCV,awos,135.475
KVCV,ctaf,118.350
KVCV,ground,124.450
KVDF,approach,119.900
KVDF,awos,121.125
KVDF,ctaf,122.700
KVDF,unicom,122.700
KVDI,awos,119.925
KVDI,ctaf,122.800
KVDI,unicom,122.800
KVDZ,awos,118.800
KVDZ,ctaf,122.900
KVEE,ctaf,122.900
KVEL,asos,118.125
KVEL,ctaf,122.700
KVEL,unicom,122.700
KVER,approach,124.375
KVER,awos,119.625
KVER,ctaf,122.700
KVER,unicom,122.700
KVES,approach,134.450
KVES,awos,125.900
KVES,ctaf,122.800
KVES,unicom,122.800
KVGC,approach,126.125
KVGC,awos,119.425
KVGC,ctaf,123.000
KVGC,unicom,123.000
KVGT,approach,118.125
KVGT,approach,119.400
KVGT,asos,118.050
KVGT,atis,118.050
KVGT,clearance,124.000
