ICAO,type,value
KDYL,asos,118.875
KDYL,clearance,118.550
KDYL,ctaf,122.975
KDYL,unicom,122.975
KDYR,awos,135.625
KDYR,ctaf,123.050
KDYR,unicom,123.050
KDYS,approach,125.000
KDYS,approach,127.200
KDYS,ground,118.350
KDYT,approach,125.450
KDYT,awos,119.275
KDYT,clearance,124.800
KDYT,ctaf,122.700
KDYT,unicom,122.700
KDZB,awos,119.775
KDZB,ctaf,122.800
KDZB,unicom,122.800
KDZJ,awos,119.325
KDZJ,ctaf,122.800
KDZJ,unicom,122.800
KEAA,asos,135.550
KEAA,clearance,135.300
KEAA,ctaf,122.800
KEAA,unicom,122.800
KEAG,ctaf,122.800
KEAG,unicom,122.800
KEAN,awos,121.125
KEAN,ctaf,122.900
KEAR,awos,123.875
KEAR,ctaf,123.000
KEAR,unicom,123.000
KEAT,asos,119.925
KEAT,ctaf,123.000
KEAT,unicom,123.000
KEAU,asos,126.025
KEAU,atis,126.025
KEAU,ctaf,118.575
KEAU,ground,120.925
KEAU,unicom,122.950
KEBA,awos,118.150
KEBA,ctaf,122.800
KEBA,unicom,122.800
KEBD,ctaf,122.800
KEBD,unicom,122.800
KEBG,approach,126.550
KEBG,awos,118.025
KEBG,ctaf,122.800
KEBG,unicom,122.800
KEBS,awos,127.825
KEBS,ctaf,122.800
KEBS,unicom,122.800
KECG,approach,119.550
KECG,asos,124.375
KECG,ctaf,120.500
KECG,ground,121.900
KECG,unicom,122.950
KECP,approach,125.200
KECP,asos,119.975
KECP,atis,119.975
KECP,clearance,123.750
KECP,ctaf,118.950
KECP,ground,121.650
KECS,awos,118.000
KECS,ctaf,122.800
KECS,unicom,122.800
KECU,approach,119.600
KECU,awos,118.175
KECU,ctaf,122.900
KEDC,approach,127.225
KEDC,awos,118.825
KEDC,clearance,126.025
KEDC,ctaf,120.300
KEDC,ground,119.450
KEDC,unicom,122.975
KEDE,awos,118.275
KEDE,ctaf,123.000
KEDE,unicom,123.000
KEDF,approach,118.600
KEDF,approach,134.100
KEDF,atis,124.300
KEDF,clearance,128.800
KEDF,ground,121.800
KEDG,approach,125.525
KEDG,ctaf,126.200
KEDJ,approach,134.450
KEDJ,awos,118.075
KEDJ,ctaf,122.800
KEDJ,unicom,122.800
KEDN,approach,133.450
KEDN,awos,118.900
KEDN,ctaf,122.800
KEDN,unicom,122.800
KEDU,approach,126.600
KEDU,awos,119.025
KEDU,ctaf,123.075
KEDU,unicom,123.075
KEDW,approach,133.650
KEDW,atis,127.425
KEDW,ctaf,120.700
KEDW,ground,121.800
KEED,asos,128.325
KEED,ctaf,123.000
KEED,unicom,123.000
KEEK,ctaf,122.800
KEEN,awos,119.025
KEEN,ctaf,123.000
KEEN,unicom,123.000
KEEO,asos,135.525
KEEO,ctaf,122.800
KEEO,unicom,122.800
KEET,approach,123.800
KEET,asos,134.325
KEET,clearance,121.725
KEET,ctaf,122.700
KEET,unicom,122.700
KEFC,ctaf,122.800
KEFC,unicom,122.800
KEFD,approach,120.050
KEFD,approach,134.450
KEFD,atis,135.575
KEFD,awos,135.575
KEFD,ground,121.600
KEFD,unicom,122.950
KEFK,awos,118.275
KEFK,ctaf,122.800
KEFK,unicom,122.800
KEFT,approach,126.000
KEFT,awos,118.375
KEFT,ctaf,123.050
KEFT,unicom,123.050
KEFW,ctaf,122.800
KEFW,unicom,122.800
KEGE,atis,135.575
KEGE,awos,135.575
KEGE,clearance,124.750
KEGE,ctaf,119.800
KEGE,ground,121.800
KEGI,approach,125.100
KEGI,approach,132.100
KEGI,departure,124.050
KEGI,ground,123.250
KEGQ,ctaf,122.800
KEGQ,unicom,122.800
KEGT,approach,134.850
KEGT,awos,118.875
KEGT,ctaf,122.800
KEGT,unicom,122.800
KEGV,awos,118.325
KEGV,ctaf,122.800
KEGV,unicom,122.800
KEHA,awos,118.025
KEHA,ctaf,122.800
KEHA,unicom,122.800
KEHM,ctaf,126.200
KEHO,approach,120.050
KEHO,awos,118.425
KEHO,ctaf,122.800
KEHO,unicom,122.800
KEHR,approach,124.025
KEHR,awos,118.850
KEHR,ctaf,122.800
KEHR,unicom,122.800
KEHY,awos,118.800
KEII,awos,135.650
KEII,ctaf,122.800
KEIK,approach,125.125
KEIK,awos,133.825
KEIK,ctaf,123.000
KEIK,unicom,123.000
KEIL,approach,125.350
KEIL,approach,127.100
KEIL,atis,119.900
KEIL,departure,127.100
KEIL,ground,121.800
KEIW,ctaf,122.800
KEIW,unicom,122.800
KEKA,ctaf,122.700
KEKA,unicom,122.700
KEKE,awos,119.925
KEKM,approach,118.550
KEKM,awos,124.475
KEKM,clearance,119.700
KEKM,clearance,121.800
KEKM,ctaf,119.500
KEKM,ground,121.800
KEKM,unicom,122.950
KEKN,approach,121.150
KEKN,asos,119.275
KEKN,ctaf,123.600
KEKO,asos,119.275
KEKO,ctaf,123.000
KEKO,unicom,123.000
KEKQ,awos,118.825
KEKQ,ctaf,122.800
KEKQ,unicom,122.800
KEKS,approach,118.975
KEKS,awos,119.850
KEKS,ctaf,122.800
KEKS,unicom,122.800
KEKX,approach,123.675
KEKX,awos,118.550
KEKX,clearance,119.450
KEKX,ctaf,123.075
KEKX,unicom,123.075
KEKY,approach,124.900
KEKY,awos,118.825
KEKY,clearance,123.750
KEKY,ctaf,123.000
KEKY,unicom,123.000
KELA,approach,124.225
KELA,awos,128.475
KELA,ctaf,122.900
KELD,asos,118.325
KELD,ctaf,123.000
KELD,unicom,123.000
KELI,awos,121.425
KELI,ctaf,122.800
KELK,awos,118.225
KELK,ctaf,122.800
KELK,unicom,122.800
KELM,approach,118.150
KELM,approach,128.425
KELM,atis,125.475
KELM,clearance,121.900
KELM,ctaf,121.100
KELM,ground,121.900
KELM,unicom,122.950
KELN,asos,118.375
KELN,ctaf,123.000
KELN,unicom,123.000
KELO,awos,132.025
KELO,ctaf,122.800
KELO,unicom,122.800
KELP,approach,119.150
KELP,approach,124.250
KELP,atis,120.000
KELP,clearance,125.000
KELP,departure,119.150
KELP,ground,121.900
KELP,unicom,122.950
KELV,ctaf,122.900
KELY,asos,120.625
KELY,ctaf,122.800
KELY,unicom,122.800
KELZ,asos,119.275
KELZ,ctaf,123.000
KELZ,unicom,123.000
KEMM,awos,119.675
KEMM,ctaf,122.800
KEMM,unicom,122.800
KEMP,asos,126.125
KEMP,ctaf,122.800
KEMP,unicom,122.800
KEMT,approach,125.500
KEMT,atis,118.750
KEMT,awos,118.750
KEMT,ctaf,121.200
KEMT,ground,125.900
KEMT,unicom,122.950
KEMV,awos,124.175
KEMV,ctaf,123.000
KEMV,unicom,123.000
KENA,asos,133.350
KENA,atis,133.350
KENA,ctaf,121.300
KENA,ground,118.750
KEND,approach,118.075
KEND,approach,119.775
KEND,approach,120.525
KEND,approach,121.300
KEND,approach,125.450
KEND,approach,126.750
KEND,departure,120.525
KEND,ground,121.675
KENL,awos,121.125
KENL,ctaf,122.800
KENL,unicom,122.800
KENM,awos,135.350
KENM,ctaf,122.900
KENN,approach,125.350
KENN,asos,125.200
KENN,ctaf,122.100
KENV,awos,120.550
KENV,ctaf,122.800
KENV,unicom,122.800
KENW,approach,135.875
KENW,atis,127.175
KENW,clearance,118.600
KENW,clearance,121.875
KENW,ctaf,118.600
KENW,ground,121.875
KENW,unicom,122.950
KEOD,approach,134.350
KEOD,ctaf,124.675
KEOE,approach,133.400
KEOE,awos,124.275
KEOE,ctaf,122.800
KEOE,unicom,122.800
KEOK,awos,118.375
KEOK,ctaf,122.800
KEOK,unicom,122.800
KEOP,awos,121.450
KEOP,ctaf,123.000
KEOP,unicom,123.000
KEOS,ctaf,122.800
KEOS,unicom,122.800
KEPH,approach,126.400
KEPH,asos,135.775
KEPH,ctaf,122.800
KEPH,unicom,122.800
KEPM,awos,122.800
KEPM,ctaf,122.800
KEPM,unicom,122.800
KEQA,approach,134.800
KEQA,awos,120.875
KEQA,ctaf,122.800
KEQA,unicom,122.800
KEQY,approach,120.050
KEQY,asos,135.775
KEQY,clearance,132.550
KEQY,ctaf,122.700
KEQY,unicom,122.700
KERI,approach,121.000
KERI,asos,120.350
KERI,atis,120.350
KERI,clearance,126.800
KERI,ctaf,118.100
KERI,ground,121.900
KERI,unicom,122.950
KERR,ctaf,122.800
KERR,unicom,122.800
KERV,awos,118.125
KERV,ctaf,122.700
KERV,unicom,122.700
KERY,awos,119.525
KERY,ctaf,122.800
KERY,unicom,122.800
KESC,awos,121.425
KESC,ctaf,122.800
KESC,unicom,122.800
KESF,approach,125.400
KESF,asos,119.425
KESF,ctaf,122.800
KESF,unicom,122.800
KESN,approach,124.550
KESN,approach,133.750
KESN,atis,124.475
KESN,awos,124.475
KESN,clearance,119.075
KESN,ctaf,118.525
KESN,ground,119.075
KEST,asos,121.425
KEST,ctaf,122.975
KEST,unicom,122.975
KESW,ctaf,122.900
KETB,approach,125.350
KETB,awos,120.000
KETB,clearance,124.750
KETB,ctaf,123.050
KETB,unicom,123.050
KETC,awos,119.575
KETC,ctaf,122.900
KETH,awos,118.775
KETH,ctaf,122.800
KETH,unicom,122.800
KETN,awos,118.450
KETN,ctaf,122.800
KETN,unicom,122.800
KETO,awos,118.675
KEUF,approach,125.500
KEUF,approach,126.550
KEUF,asos,128.325
KEUF,clearance,134.250
KEUF,ctaf,122.800
KEUF,unicom,122.800
KEUG,approach,119.600
KEUG,approach,120.250
KEUG,atis,125.225
KEUG,clearance,121.700
KEUG,ctaf,118.900
KEUG,ground,121.700
KEUG,unicom,122.950
KEUL,approach,119.600
KEUL,awos,135.075
KEUL,ctaf,123.000
KEUL,unicom,123.000
KEVB,approach,125.350
KEVB,atis,124.625
KEVB,awos,124.625
KEVB,ctaf,119.675
KEVB,ground,121.325
KEVB,unicom,122.950
KEVM,approach,125.450
KEVM,awos,118.825
KEVM,ctaf,122.700
KEVM,unicom,122.700
KEVU,awos,118.225
KEVU,ctaf,122.800
KEVU,unicom,122.800
KEVV,approach,124.025
KEVV,approach,127.350
KEVV,asos,120.200
KEVV,atis,120.200
KEVV,clearance,126.600
KEVV,ctaf,118.700
KEVV,ground,121.900
KEVV,unicom,122.950
KEVW,asos,120.000
KEVW,ctaf,123.000
KEVW,unicom,123.000
KEVY,approach,118.350
KEVY,awos,132.325
KEVY,ctaf,122.725
KEVY,unicom,122.725
KEWB,approach,128.700
KEWB,asos,126.850
KEWB,atis,126.850
KEWB,ctaf,118.100
KEWB,ground,121.900
KEWB,unicom,122.950
KEWK,approach,125.500
KEWK,awos,123.875
KEWK,clearance,126.550
KEWK,ctaf,123.000
KEWK,unicom,123.000
KEWN,approach,119.350
KEWN,asos,118.525
KEWN,clearance,120.525
KEWN,clearance,121.700
KEWN,ctaf,124.250
KEWN,ground,121.700
KEWR,approach,127.600
KEWR,approach,128.550
KEWR,approach,132.700
KEWR,approach,132.800
KEWR,atis,134.825
KEWR,clearance,118.850
KEWR,departure,119.200
KEWR,ground,121.800
KEWR,ground,126.150
KEWR,unicom,122.950
KEWU,ctaf,122.900
KEXI,ctaf,122.500
KEXX,approach,126.600
KEXX,awos,119.825
KEXX,ctaf,122.800
KEXX,unicom,122.800
KEYE,approach,119.050
KEYE,asos,121.575
KEYE,clearance,128.600
KEYE,ctaf,122.800
KEYE,unicom,122.800
KEYF,approach,133.000
KEYF,awos,119.475
KEYF,ctaf,122.800
KEYF,unicom,122.800
KEYW,approach,124.025
KEYW,approach,126.575
KEYW,atis,119.675
KEYW,clearance,121.900
KEYW,ctaf,118.200
KEYW,ground,121.900
KEYW,unicom,122.950
KEZF,approach,127.050
KEZF,approach,128.525
KEZF,awos,128.125
KEZF,ctaf,122.800
KEZF,unicom,122.800
KEZI,approach,133.275
KEZI,ctaf,122.800
KEZI,unicom,122.800
KEZM,atis,119.425
KEZM,awos,119.425
KEZM,ctaf,124.550
KEZM,ground,121.175
KEZM,unicom,122.950
KEZP,awos,119.050
KEZS,approach,119.400
KEZS,awos,118.650
KEZS,ctaf,122.800
KEZS,unicom,122.800
KEZZ,approach,118.400
KEZZ,awos,121.050
KEZZ,clearance,121.600
KEZZ,ctaf,122.800
KEZZ,unicom,122.800
KFAF,approach,125.700
KFAF,ctaf,126.300
KFAF,ground,121.350
KFAI,approach,119.850
KFAI,approach,125.350
KFAI,approach,127.100
KFAI,asos,124.400
KFAI,atis,124.400
KFAI,clearance,127.600
KFAI,ground,121.900
KFAM,awos,119.275
KFAM,ctaf,122.800
KFAM,unicom,122.800
KFAQ,ctaf,122.900
KFAR,approach,120.400
KFAR,approach,125.125
KFAR,atis,124.500
KFAR,clearance,121.900
KFAR,ground,121.900
KFAR,unicom,122.950
KFAT,approach,118.500
KFAT,approach,119.600
KFAT,approach,132.350
KFAT,atis,121.350
KFAT,clearance,124.350
KFAT,ground,121.700
KFAT,unicom,122.950
KFAY,approach,125.175
KFAY,approach,127.800
KFAY,approach,133.000
KFAY,asos,121.250
KFAY,atis,121.250
KFAY,ground,121.700
KFAY,unicom,122.950
KFBG,approach,133.000
KFBG,clearance,121.900
KFBG,ctaf,125.900
KFBG,ground,121.900
KFBK,approach,125.350
KFBK,approach,127.100
KFBK,atis,134.250
KFBK,ctaf,125.000
KFBK,departure,125.350
KFBK,ground,121.700
KFBL,approach,134.700
KFBL,awos,120.200
KFBL,ctaf,122.800
KFBL,unicom,122.800
KFBR,awos,118.800
KFBR,ctaf,122.800
KFBR,unicom,122.800
KFBY,ctaf,122.700
KFBY,unicom,122.700
KFCH,approach,119.000
KFCH,approach,119.600
KFCH,awos,135.225
KFCH,clearance,119.000
KFCH,ctaf,123.000
KFCH,unicom,123.000
KFCI,approach,118.200
KFCI,approach,126.750
KFCI,awos,128.625
KFCI,clearance,124.600
KFCI,ctaf,123.050
KFCI,unicom,123.050
KFCM,approach,134.700
KFCM,atis,124.900
KFCM,clearance,121.700
KFCM,ctaf,119.150
KFCM,ground,121.700
KFCM,unicom,122.950
KFCS,approach,124.000
KFCS,awos,125.000
KFCS,ground,118.550
KFCT,asos,118.150
KFCT,ctaf,126.200
KFCY,ctaf,122.800
KFCY,unicom,122.800
KFDK,approach,126.100
KFDK,atis,124.875
KFDK,clearance,126.900
KFDK,clearance,127.425
KFDK,ctaf,132.400
KFDK,ground,127.425
KFDK,unicom,122.950
KFDR,approach,125.100
KFDR,asos,132.675
KFDR,ctaf,123.050
KFDR,unicom,123.050
KFDW,approach,133.400
KFDW,awos,119.075
KFDW,ctaf,123.050
KFDW,unicom,123.050
KFDY,approach,120.800
KFDY,asos,132.850
KFDY,ctaf,122.725
KFDY,unicom,122.725
KFEP,approach,126.000
KFEP,awos,120.525
KFEP,clearance,121.850
KFEP,ctaf,122.800
KFEP,unicom,122.800
KFET,approach,135.875
KFET,awos,121.275
KFET,ctaf,122.800
KFET,unicom,122.800
KFEW,atis,134.425
KFFA,approach,124.725
KFFA,awos,118.075
KFFA,ctaf,122.900
KFFC,approach,119.800
KFFC,asos,118.525
KFFC,clearance,119.800
KFFC,ctaf,123.050
KFFC,unicom,123.050
KFFL,awos,132.025
KFFL,ctaf,122.700
KFFL,unicom,122.700
KFFM,awos,119.050
KFFM,ctaf,122.800
KFFM,unicom,122.800
KFFO,approach,118.850
KFFO,atis,124.475
KFFO,ground,121.800
KFFT,approach,120.750
KFFT,asos,119.275
KFFT,clearance,118.650
KFFT,ctaf,122.800
KFFT,unicom,122.800
KFFX,approach,119.800
KFFX,awos,118.775
KFFX,clearance,118.250
KFFX,ctaf,123.000
KFFX,unicom,123.000
KFFZ,approach,120.700
KFFZ,atis,118.250
KFFZ,ctaf,124.600
KFFZ,ground,121.300
KFFZ,unicom,122.950
KFGN,awos,118.375
KFGU,awos,118.675
KFGU,ctaf,122.700
KFGU,unicom,122.700
KFGX,awos,118.125
KFGX,ctaf,123.000
KFGX,unicom,123.000
KFHB,approach,127.000
KFHB,awos,118.075
KFHB,ctaf,122.700
KFHB,unicom,122.700
KFHK,approach,125.400
KFHK,clearance,118.075
KFHR,approach,118.200
KFHR,asos,135.675
KFHR,ctaf,128.250
KFHU,approach,127.050
KFHU,atis,134.750
KFHU,ctaf,124.950
KFHU,ground,121.700
KFHU,unicom,122.950
KFIG,asos,119.275
KFIG,ctaf,122.725
KFIG,unicom,122.725
KFIN,approach,125.800
KFIN,atis,128.325
KFIN,awos,128.325
KFIN,clearance,121.750
KFIN,ctaf,118.950
KFIN,ground,121.750
KFIN,unicom,123.000
KFIT,approach,124.400
KFIT,asos,135.175
KFIT,ctaf,122.700
KFIT,unicom,122.700
KFKA,approach,119.800
KFKA,awos,118.550
KFKA,ctaf,122.900
KFKK,ctaf,122.900
KFKL,approach,126.250
KFKL,awos,118.175
KFKL,clearance,126.250
KFKL,ctaf,122.700
KFKL,departure,133.950
KFKL,unicom,122.700
KFKN,approach,127.900
KFKN,awos,124.675
KFKN,ctaf,122.800
KFKN,unicom,122.800
KFKR,approach,123.850
KFKR,awos,124.325
KFKR,ctaf,123.000
KFKR,unicom,123.000
KFKS,awos,118.325
KFKS,ctaf,123.050
KFKS,unicom,123.050
KFLD,approach,127.000
KFLD,asos,134.000
KFLD,ctaf,123.050
KFLD,unicom,123.050
KFLG,approach,126.375
KFLG,asos,125.800
KFLG,atis,125.800
KFLG,ctaf,134.550
KFLG,ground,121.900
KFLG,unicom,122.950
KFLL,approach,118.100
KFLL,approach,126.850
KFLL,approach,133.775
KFLL,asos,135.000
KFLL,atis,135.000
KFLL,clearance,128.400
KFLL,departure,119.700
KFLL,departure,126.050
KFLL,departure,128.600
KFLL,ground,121.400
KFLL,ground,121.700
KFLL,unicom,122.950
KFLO,approach,118.600
KFLO,approach,135.250
KFLO,atis,123.625
KFLO,clearance,121.900
KFLO,ctaf,125.100
KFLO,ground,121.900
KFLO,unicom,122.950
KFLP,awos,132.075
KFLP,ctaf,123.000
KFLP,unicom,123.000
KFLT,ctaf,122.900
KFLV,approach,124.700
KFLV,ctaf,126.200
KFLX,approach,120.850
KFLX,awos,118.250
KFLX,ctaf,122.800
KFLX,unicom,122.800
KFLY,approach,124.000
KFLY,awos,118.450
KFLY,ctaf,122.700
KFLY,unicom,122.700
KFME,approach,119.700
KFME,awos,123.925
KFME,ctaf,123.050
KFME,unicom,123.050
KFMH,approach,118.200
KFMH,atis,120.475
KFMH,ground,124.150
KFMM,awos,132.950
KFMM,ctaf,123.050
KFMM,unicom,123.050
KFMN,asos,127.150
KFMN,atis,127.150
KFMN,ctaf,118.900
KFMN,ground,121.700
KFMN,unicom,122.950
KFMY,approach,125.150
KFMY,approach,126.800
KFMY,asos,123.725
KFMY,atis,123.725
KFMY,clearance,121.700
KFMY,ctaf,119.000
KFMY,ground,121.700
KFMZ,ctaf,122.900
KFNB,approach,120.350
KFNB,asos,119.275
KFNB,ctaf,122.800
KFNB,unicom,122.800
KFNL,approach,134.850
KFNL,atis,135.075
KFNL,awos,135.075
KFNL,clearance,120.250
KFNL,ctaf,118.400
KFNL,ground,121.650
KFNR,ctaf,122.900
KFNT,approach,118.800
KFNT,approach,128.550
KFNT,atis,133.150
KFNT,clearance,121.750
KFNT,ctaf,126.300
KFNT,ground,121.900
KFNT,unicom,122.950
KFOA,awos,120.175
KFOA,ctaf,122.700
KFOA,unicom,122.700
KFOD,awos,118.775
KFOD,ctaf,123.000
KFOD,unicom,123.000
KFOE,atis,128.250
KFOE,ctaf,120.800
KFOE,ground,118.425
KFOE,unicom,122.950
KFOK,approach,125.975
KFOK,asos,119.925
KFOK,ctaf,125.300
KFOK,ground,121.800
KFOM,awos,133.775
KFOM,clearance,125.575
KFOM,ctaf,122.800
KFOM,unicom,122.800
KFOT,awos,133.800
KFOT,ctaf,122.900
KFOZ,awos,118.025
KFOZ,ctaf,122.900
KFPK,approach,118.650
KFPK,awos,118.075
KFPK,ctaf,123.000
KFPK,unicom,123.000
KFPR,approach,132.800
KFPR,atis,134.825
KFPR,ctaf,128.200
KFPR,ground,119.550
KFPY,awos,118.375
KFPY,ctaf,122.800
KFPY,unicom,122.800
KFQD,approach,119.400
KFQD,awos,118.275
KFQD,ctaf,122.800
KFQD,unicom,122.800
KFRG,approach,118.400
KFRG,approach,123.700
KFRG,approach,128.125
KFRG,approach,132.400
KFRG,approach,134.350
KFRG,atis,126.650
KFRG,clearance,128.250
KFRG,ctaf,118.800
KFRG,departure,123.700
KFRG,departure,125.700
KFRG,ground,121.600
KFRG,unicom,122.950
KFRH,approach,123.675
KFRH,awos,118.075
KFRH,ctaf,122.800
KFRH,unicom,122.800
KFRI,approach,121.250
KFRI,atis,121.025
KFRI,clearance,119.650
KFRI,ctaf,126.200
KFRM,awos,120.025
KFRM,ctaf,122.800
KFRM,unicom,122.800
KFRN,approach,118.600
KFRN,asos,134.250
KFRN,atis,134.250
KFRN,clearance,119.100
KFRN,ctaf,125.000
KFRN,ground,121.250
KFRR,approach,120.450
KFRR,awos,121.850
KFRR,ctaf,123.000
KFRR,unicom,123.000
KFSD,approach,125.800
KFSD,approach,126.900
KFSD,atis,126.600
KFSD,ctaf,118.300
KFSD,ground,121.900
KFSD,unicom,122.950
KFSE,awos,118.350
KFSE,ctaf,122.900
KFSI,approach,118.600
KFSI,approach,120.550
KFSI,atis,135.425
KFSI,clearance,121.700
KFSI,ctaf,124.950
KFSI,ground,121.700
KFSK,awos,124.425
KFSK,ctaf,122.800
KFSK,unicom,122.800
KFSM,approach,120.175
KFSM,approach,120.900
KFSM,approach,134.525
KFSM,atis,124.775
KFSM,clearance,133.850
KFSM,ctaf,118.300
KFSM,ground,121.900
KFSM,unicom,122.950
KFSO,approach,121.100
KFSO,awos,119.025
KFSO,ctaf,122.800
KFSO,unicom,122.800
KFSP,awos,118.325
KFSP,ctaf,122.800
KFST,asos,118.525
KFST,ctaf,122.800
KFST,unicom,122.800
KFSU,ctaf,122.800
KFSU,unicom,122.800
KFSW,awos,120.925
KFSW,ctaf,122.800
KFSW,unicom,122.800
KFTK,approach,123.675
KFTK,ctaf,133.350
KFTK,ground,121.900
KFTN,awos,118.425
KFTT,approach,124.375
KFTT,ctaf,122.700
KFTT,unicom,122.700
KFTW,approach,118.100
KFTW,approach,135.975
KFTW,atis,120.700
KFTW,clearance,124.650
KFTW,ground,121.900
KFTY,approach,121.000
KFTY,atis,120.175
KFTY,ground,121.700
KFTY,unicom,122.950
KFUL,approach,125.350
KFUL,atis,125.050
KFUL,ctaf,119.100
KFUL,ground,121.800
KFUL,unicom,122.950
KFVE,asos,135.725
KFVE,ctaf,122.700
KFVE,unicom,122.700
KFVX,approach,135.000
KFVX,awos,132.725
KFVX,ctaf,122.800
KFVX,unicom,122.800
KFWA,approach,127.200
KFWA,approach,132.150
KFWA,approach,135.325
KFWA,atis,121.250
KFWA,clearance,124.750
KFWA,ground,121.900
KFWA,unicom,122.950
KFWB,approach,126.350
KFWB,awos,119.725
KFWB,ctaf,123.000
KFWB,unicom,123.000
KFWC,awos,119.425
KFWC,ctaf,123.050
KFWC,unicom,123.050
KFWN,approach,123.775
KFWN,asos,118.525
KFWN,ctaf,122.700
KFWN,unicom,122.700
KFWQ,approach,119.350
KFWQ,awos,118.475
KFWQ,ctaf,122.800
KFWQ,unicom,122.800
KFWS,approach,135.975
KFWS,atis,120.025
KFWS,awos,120.025
KFWS,ctaf,124.625
KFWS,ground,119.475
KFWS,unicom,122.700
KFWZ,awos,118.350
KFXE,approach,119.700
KFXE,asos,119.850
KFXE,atis,119.850
KFXE,clearance,127.950
KFXE,ground,121.750
KFXE,unicom,122.950
KFXY,awos,123.925
KFXY,ctaf,122.800
KFXY,unicom,122.800
KFYE,approach,125.800
KFYE,awos,119.875
KFYE,ctaf,122.900
KFYE,departure,124.150
KFYG,approach,126.500
KFYG,awos,121.325
KFYG,ctaf,122.800
KFYG,unicom,122.800
KFYJ,approach,126.400
KFYJ,approach,126.750
KFYJ,awos,132.825
KFYJ,ctaf,123.000
KFYJ,unicom,123.000
KFYM,approach,125.600
KFYM,awos,135.275
KFYM,ctaf,122.800
KFYM,unicom,122.800
KFYU,awos,125.800
KFYU,ctaf,122.500
KFYV,approach,121.000
KFYV,asos,119.575
KFYV,atis,119.575
KFYV,ctaf,128.000
KFYV,ground,121.800
KFYV,unicom,122.950
KFZG,awos,118.625
KFZG,ctaf,123.000
KFZG,unicom,123.000
KFZI,approach,126.100
KFZI,awos,124.625
KFZI,ctaf,122.700
KFZI,unicom,122.700
KFZY,approach,126.125
KFZY,asos,119.275
KFZY,ctaf,123.000
KFZY,unicom,123.000
KGAB,ctaf,122.900
KGAD,approach,125.450
KGAD,awos,127.825
KGAD,clearance,120.050
KGAD,ctaf,122.725
KGAD,unicom,122.725
KGAF,approach,118.100
KGAF,awos,118.625
KGAF,ctaf,122.800
KGAF,unicom,122.800
KGAG,asos,128.625
KGAG,ctaf,122.900
KGAI,approach,128.700
KGAI,awos,128.275
KGAI,clearance,121.600
KGAI,ctaf,123.075
KGAI,unicom,123.075
KGAL,awos,132.525
KGAL,ctaf,123.000
KGAM,awos,125.900
KGAM,ctaf,122.700
KGAO,approach,120.850
KGAO,awos,118.175
KGAO,clearance,120.850
KGAO,ctaf,123.000
KGAO,unicom,123.000
KGAS,approach,128.400
KGAS,awos,119.925
KGAS,clearance,124.550
KGAS,ctaf,123.000
KGAS,unicom,123.000
KGBD,awos,119.275
KGBD,ctaf,122.800
KGBD,unicom,122.800
KGBG,approach,133.275
KGBG,awos,118.975
KGBG,clearance,120.700
KGBG,ctaf,123.000
KGBG,unicom,123.000
KGBH,ctaf,122.900
KGBK,awos,118.825
KGBR,approach,132.825
KGBR,ctaf,122.800
KGBR,unicom,122.800
KGCC,asos,124.175
KGCC,ctaf,118.500
KGCC,unicom,122.950
KGCD,awos,118.375
KGCD,ctaf,122.800
KGCD,unicom,122.800
KGCK,asos,121.325
KGCK,ctaf,118.150
KGCK,ground,119.000
KGCK,unicom,122.950
KGCM,approach,119.100
KGCM,awos,119.925
KGCM,ctaf,122.700
KGCM,unicom,122.700
KGCN,asos,124.300
KGCN,atis,124.300
KGCN,ctaf,119.000
KGCN,ground,121.900
KGCN,unicom,122.950
KGCT,approach,123.900
KGCT,ctaf,122.800
KGCT,unicom,122.800
KGCY,approach,128.050
KGCY,awos,128.425
KGCY,ctaf,122.700
KGCY,unicom,122.700
KGDA,awos,118.150
KGDA,ctaf,122.900
KGDB,awos,120.100
KGDB,ctaf,122.800
KGDB,unicom,122.800
KGDJ,awos,118.925
KGDJ,ctaf,123.000
KGDJ,unicom,123.000
KGDK,approach,118.850
KGDK,awos,118.525
KGDK,ctaf,122.725
KGDK,unicom,122.725
KGDM,ctaf,122.800
KGDM,unicom,122.800
KGDV,awos,135.075
KGDV,ctaf,122.800
KGDV,unicom,122.800
KGDW,approach,126.450
KGDW,awos,118.975
KGDW,ctaf,122.800
KGDW,unicom,122.800
KGED,approach,132.425
KGED,asos,118.375
KGED,ctaf,123.000
KGED,unicom,123.000
KGEG,approach,123.750
KGEG,approach,133.350
KGEG,atis,124.325
KGEG,clearance,127.550
KGEG,ground,121.900
KGEG,unicom,122.950
KGEO,ctaf,122.900
KGEU,approach,118.150
KGEU,approach,120.700
KGEU,atis,119.425
KGEU,ctaf,121.000
KGEU,ground,118.000
KGEU,unicom,122.950
KGEV,awos,120.675
KGEV,ctaf,122.800
KGEV,unicom,122.800
KGEY,asos,135.325
KGEY,ctaf,122.900
KGEZ,approach,127.150
KGEZ,asos,121.550
KGEZ,ctaf,122.800
KGEZ,unicom,122.800
KGFA,approach,128.600
KGFD,ctaf,122.900
KGFK,approach,118.100
KGFK,atis,119.400
KGFK,clearance,135.725
KGFK,ctaf,118.400
KGFK,ground,124.575
KGFK,unicom,122.950
KGFL,approach,132.825
KGFL,asos,119.925
KGFL,ctaf,123.000
KGFL,unicom,123.000
KGFZ,ctaf,122.900
KGGE,approach,127.400
